"audience_group","respondent_id","stimulus_file","condition","target_v","target_a","perceived_v","perceived_a","alignment_distance","repetitions"
"OCEAN audience","P25","B16_run0_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P25","B16_run0_opt.wav","optimised",0.082,-0.208,0,0,0.223579963324087,3
"OCEAN audience","P25","B16_run1_nonopt.wav","non_optimised",0.082,-0.208,0.333333333333333,0.333333333333333,0.622649917139737,3
"OCEAN audience","P25","B16_run1_opt.wav","optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P25","B16_run2_nonopt.wav","non_optimised",0.082,-0.208,0.166666666666667,0.166666666666667,0.423114940231912,3
"OCEAN audience","P25","B16_run2_opt.wav","optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P26","B01_run0_nonopt.wav","non_optimised",0.075,0.08,0.5,1,1.01342241932967,3
"OCEAN audience","P26","B01_run0_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P26","B01_run1_nonopt.wav","non_optimised",0.075,0.08,0.5,1,1.01342241932967,3
"OCEAN audience","P26","B01_run1_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P26","B01_run2_nonopt.wav","non_optimised",0.075,0.08,0.333333333333333,0.666666666666667,0.706027794403288,3
"OCEAN audience","P26","B01_run2_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P26","B02_run0_nonopt.wav","non_optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P26","B02_run0_opt.wav","optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P26","B02_run1_nonopt.wav","non_optimised",0.102,0.056,0.833333333333333,0.833333333333333,1.06735509842929,3
"OCEAN audience","P26","B02_run1_opt.wav","optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P26","B02_run2_nonopt.wav","non_optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P26","B02_run2_opt.wav","optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P26","B03_run0_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P26","B03_run0_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P26","B03_run1_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P26","B03_run1_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P26","B03_run2_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P26","B03_run2_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P26","B04_run0_nonopt.wav","non_optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P26","B04_run0_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P26","B04_run1_nonopt.wav","non_optimised",0.089,0.074,0.833333333333333,0.833333333333333,1.06331344338792,3
"OCEAN audience","P26","B04_run1_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P26","B04_run2_nonopt.wav","non_optimised",0.089,0.074,0.833333333333333,0.833333333333333,1.06331344338792,3
"OCEAN audience","P26","B04_run2_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P26","B05_run0_nonopt.wav","non_optimised",-0.098,0.08,1,1,1.43248176253661,3
"OCEAN audience","P26","B05_run0_opt.wav","optimised",-0.098,0.08,1,1,1.43248176253661,3
"OCEAN audience","P26","B05_run1_nonopt.wav","non_optimised",-0.098,0.08,0,0.333333333333333,0.392739558599169,3
"OCEAN audience","P26","B05_run1_opt.wav","optimised",-0.098,0.08,0,0.666666666666667,0.65897220039139,3
"OCEAN audience","P26","B05_run2_nonopt.wav","non_optimised",-0.098,0.08,1,1,1.43248176253661,3
"OCEAN audience","P26","B05_run2_opt.wav","optimised",-0.098,0.08,1,1,1.43248176253661,3
"OCEAN audience","P26","B06_run0_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P26","B06_run0_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P26","B06_run1_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P26","B06_run1_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P26","B06_run2_nonopt.wav","non_optimised",-0.134,0.056,0.833333333333333,0.833333333333333,1.24166824817268,3
"OCEAN audience","P26","B06_run2_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P26","B07_run0_nonopt.wav","non_optimised",-0.08,0.099,0,0,0.127283148923964,3
"OCEAN audience","P26","B07_run0_opt.wav","optimised",-0.08,0.099,1,1,1.40648533586383,3
"OCEAN audience","P26","B07_run1_nonopt.wav","non_optimised",-0.08,0.099,0.666666666666667,0.666666666666667,0.938911653052508,3
"OCEAN audience","P26","B07_run1_opt.wav","optimised",-0.08,0.099,0.833333333333333,0.833333333333333,1.17269849445817,3
"OCEAN audience","P26","B07_run2_nonopt.wav","non_optimised",-0.08,0.099,1,1,1.40648533586383,3
"OCEAN audience","P26","B07_run2_opt.wav","optimised",-0.08,0.099,1,1,1.40648533586383,3
"OCEAN audience","P26","B08_run0_nonopt.wav","non_optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P26","B08_run0_opt.wav","optimised",-0.116,0.074,0.833333333333333,0.833333333333333,1.21641728430016,3
"OCEAN audience","P26","B08_run1_nonopt.wav","non_optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P26","B08_run1_opt.wav","optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P26","B08_run2_nonopt.wav","non_optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P26","B08_run2_opt.wav","optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P26","B09_run0_nonopt.wav","non_optimised",-0.098,-0.191,0.833333333333333,0.833333333333333,1.3845451341975,3
"OCEAN audience","P26","B09_run0_opt.wav","optimised",-0.098,-0.191,0,0,0.214674171711457,3
"OCEAN audience","P26","B09_run1_nonopt.wav","non_optimised",-0.098,-0.191,1,1,1.61990277486027,3
"OCEAN audience","P26","B09_run1_opt.wav","optimised",-0.098,-0.191,1,1,1.61990277486027,3
"OCEAN audience","P26","B09_run2_nonopt.wav","non_optimised",-0.098,-0.191,0.666666666666667,0.666666666666667,1.14918749353473,3
"OCEAN audience","P26","B09_run2_opt.wav","optimised",-0.098,-0.191,0.833333333333333,0.833333333333333,1.3845451341975,3
"OCEAN audience","P26","B10_run0_nonopt.wav","non_optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P26","B10_run0_opt.wav","optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P26","B10_run1_nonopt.wav","non_optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P26","B10_run1_opt.wav","optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P26","B10_run2_nonopt.wav","non_optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P26","B10_run2_opt.wav","optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P26","B11_run0_nonopt.wav","non_optimised",-0.071,-0.261,1,1,1.65443706438172,3
"OCEAN audience","P26","B11_run0_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P26","B11_run1_nonopt.wav","non_optimised",-0.071,-0.261,1,1,1.65443706438172,3
"OCEAN audience","P26","B11_run1_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P26","B11_run2_nonopt.wav","non_optimised",-0.071,-0.261,0.833333333333333,0.833333333333333,1.4200913832617,3
"OCEAN audience","P26","B11_run2_opt.wav","optimised",-0.071,-0.261,1,1,1.65443706438172,3
"OCEAN audience","P26","B12_run0_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P26","B12_run0_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P26","B12_run1_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P26","B12_run1_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P26","B12_run2_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P26","B12_run2_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P26","B13_run0_nonopt.wav","non_optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P26","B13_run0_opt.wav","optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P26","B13_run1_nonopt.wav","non_optimised",0.075,-0.191,1,1,1.50801392566514,3
"OCEAN audience","P26","B13_run1_opt.wav","optimised",0.075,-0.191,1,1,1.50801392566514,3
"OCEAN audience","P26","B13_run2_nonopt.wav","non_optimised",0.075,-0.191,1,1,1.50801392566514,3
"OCEAN audience","P26","B13_run2_opt.wav","optimised",0.075,-0.191,0.833333333333333,0.833333333333333,1.2757550592959,3
"OCEAN audience","P26","B14_run0_nonopt.wav","non_optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P26","B14_run0_opt.wav","optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P26","B14_run1_nonopt.wav","non_optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P26","B14_run1_opt.wav","optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P26","B14_run2_nonopt.wav","non_optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P26","B14_run2_opt.wav","optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P26","B15_run0_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P26","B15_run0_opt.wav","optimised",0.054,-0.261,0,0.333333333333333,0.598403679948045,3
"OCEAN audience","P26","B15_run1_nonopt.wav","non_optimised",0.054,-0.261,1,1,1.57640001268714,3
"OCEAN audience","P26","B15_run1_opt.wav","optimised",0.054,-0.261,1,1,1.57640001268714,3
"OCEAN audience","P26","B15_run2_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P26","B15_run2_opt.wav","optimised",0.054,-0.261,1,1,1.57640001268714,3
"OCEAN audience","P26","B16_run0_nonopt.wav","non_optimised",0.082,-0.208,0.833333333333333,0.833333333333333,1.28554854563814,3
"OCEAN audience","P26","B16_run0_opt.wav","optimised",0.082,-0.208,0.166666666666667,0.166666666666667,0.423114940231912,3
"OCEAN audience","P26","B16_run1_nonopt.wav","non_optimised",0.082,-0.208,1,1,1.51723037143342,3
"OCEAN audience","P26","B16_run1_opt.wav","optimised",0.082,-0.208,1,1,1.51723037143342,3
"OCEAN audience","P26","B16_run2_nonopt.wav","non_optimised",0.082,-0.208,1,1,1.51723037143342,3
"OCEAN audience","P26","B16_run2_opt.wav","optimised",0.082,-0.208,1,1,1.51723037143342,3
"OCEAN audience","P27","B01_run0_nonopt.wav","non_optimised",0.075,0.08,0.0833333333333333,0.666666666666667,0.726826433026719,3
"OCEAN audience","P27","B01_run0_opt.wav","optimised",0.075,0.08,0.333333333333333,0.666666666666667,0.706027794403288,3
"OCEAN audience","P27","B01_run1_nonopt.wav","non_optimised",0.075,0.08,0.0833333333333333,0.5,0.588190856640349,3
"OCEAN audience","P27","B01_run1_opt.wav","optimised",0.075,0.08,0.333333333333333,0.333333333333333,0.434896647112808,3
"OCEAN audience","P27","B01_run2_nonopt.wav","non_optimised",0.075,0.08,-0.166666666666667,0.833333333333333,0.852720295162658,3
"OCEAN audience","P27","B01_run2_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P27","B02_run0_nonopt.wav","non_optimised",0.102,0.056,0.166666666666667,0.166666666666667,0.276331587150676,3
"OCEAN audience","P27","B02_run0_opt.wav","optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P27","B02_run1_nonopt.wav","non_optimised",0.102,0.056,0,1,0.949494602406986,3
"OCEAN audience","P27","B02_run1_opt.wav","optimised",0.102,0.056,0.333333333333333,0.666666666666667,0.714012700887266,3
"OCEAN audience","P27","B02_run2_nonopt.wav","non_optimised",0.102,0.056,0.166666666666667,0.166666666666667,0.276331587150676,3
"OCEAN audience","P27","B02_run2_opt.wav","optimised",0.102,0.056,0.5,0.666666666666667,0.739004698415073,3
"OCEAN audience","P27","B03_run0_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P27","B03_run0_opt.wav","optimised",0.061,0.099,-0.25,0,0.450898500582684,3
"OCEAN audience","P27","B03_run1_nonopt.wav","non_optimised",0.061,0.099,-0.166666666666667,0,0.267412198033558,3
"OCEAN audience","P27","B03_run1_opt.wav","optimised",0.061,0.099,-0.166666666666667,0,0.267412198033558,3
"OCEAN audience","P27","B03_run2_nonopt.wav","non_optimised",0.061,0.099,-0.166666666666667,0,0.267412198033558,3
"OCEAN audience","P27","B03_run2_opt.wav","optimised",0.061,0.099,-0.166666666666667,0,0.267412198033558,3
"OCEAN audience","P27","B04_run0_nonopt.wav","non_optimised",0.089,0.074,0.5,1,1.01311253076842,3
"OCEAN audience","P27","B04_run0_opt.wav","optimised",0.089,0.074,0.5,0.833333333333333,0.872722823664735,3
"OCEAN audience","P27","B04_run1_nonopt.wav","non_optimised",0.089,0.074,0.5,0.5,0.591943409457357,3
"OCEAN audience","P27","B04_run1_opt.wav","optimised",0.089,0.074,0.5,0.666666666666667,0.732333116561046,3
"OCEAN audience","P27","B04_run2_nonopt.wav","non_optimised",0.089,0.074,0.333333333333333,0.666666666666667,0.704717994946906,3
"OCEAN audience","P27","B04_run2_opt.wav","optimised",0.089,0.074,0.5,1,1.01311253076842,3
"OCEAN audience","P27","B05_run0_nonopt.wav","non_optimised",-0.098,0.08,0.166666666666667,0.166666666666667,0.327923202256444,3
"OCEAN audience","P27","B05_run0_opt.wav","optimised",-0.098,0.08,0.166666666666667,0.166666666666667,0.327923202256444,3
"OCEAN audience","P27","B05_run1_nonopt.wav","non_optimised",-0.098,0.08,-0.0833333333333333,0.333333333333333,0.417775767854915,3
"OCEAN audience","P27","B05_run1_opt.wav","optimised",-0.098,0.08,-0.333333333333333,0.666666666666667,0.695989023557436,3
"OCEAN audience","P27","B05_run2_nonopt.wav","non_optimised",-0.098,0.08,0.166666666666667,0.166666666666667,0.327923202256444,3
"OCEAN audience","P27","B05_run2_opt.wav","optimised",-0.098,0.08,0.166666666666667,0.166666666666667,0.327923202256444,3
"OCEAN audience","P27","B06_run0_nonopt.wav","non_optimised",-0.134,0.056,-0.166666666666667,0,0.220240356661801,3
"OCEAN audience","P27","B06_run0_opt.wav","optimised",-0.134,0.056,0.0833333333333333,0.166666666666667,0.292493764082865,3
"OCEAN audience","P27","B06_run1_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P27","B06_run1_opt.wav","optimised",-0.134,0.056,-0.333333333333333,-0.333333333333333,0.492177990574313,3
"OCEAN audience","P27","B06_run2_nonopt.wav","non_optimised",-0.134,0.056,0.166666666666667,0.166666666666667,0.354824012427472,3
"OCEAN audience","P27","B06_run2_opt.wav","optimised",-0.134,0.056,-0.166666666666667,-0.166666666666667,0.318704420645685,3
"OCEAN audience","P27","B07_run0_nonopt.wav","non_optimised",-0.08,0.099,0.0833333333333333,0,0.199698804213992,3
"OCEAN audience","P27","B07_run0_opt.wav","optimised",-0.08,0.099,0.166666666666667,0.166666666666667,0.319897036498258,3
"OCEAN audience","P27","B07_run1_nonopt.wav","non_optimised",-0.08,0.099,0.166666666666667,0.833333333333333,0.838071361762346,3
"OCEAN audience","P27","B07_run1_opt.wav","optimised",-0.08,0.099,0.166666666666667,0.833333333333333,0.838071361762346,3
"OCEAN audience","P27","B07_run2_nonopt.wav","non_optimised",-0.08,0.099,0.5,1,1.07154141310544,3
"OCEAN audience","P27","B07_run2_opt.wav","optimised",-0.08,0.099,0.5,1,1.07154141310544,3
"OCEAN audience","P27","B08_run0_nonopt.wav","non_optimised",-0.116,0.074,0,0,0.137593604502535,3
"OCEAN audience","P27","B08_run0_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P27","B08_run1_nonopt.wav","non_optimised",-0.116,0.074,0,0,0.137593604502535,3
"OCEAN audience","P27","B08_run1_opt.wav","optimised",-0.116,0.074,0,0,0.137593604502535,3
"OCEAN audience","P27","B08_run2_nonopt.wav","non_optimised",-0.116,0.074,0,0,0.137593604502535,3
"OCEAN audience","P27","B08_run2_opt.wav","optimised",-0.116,0.074,0,0,0.137593604502535,3
"OCEAN audience","P27","B09_run0_nonopt.wav","non_optimised",-0.098,-0.191,0.333333333333333,0.333333333333333,0.680777959151797,3
"OCEAN audience","P27","B09_run0_opt.wav","optimised",-0.098,-0.191,0,0,0.214674171711457,3
"OCEAN audience","P27","B09_run1_nonopt.wav","non_optimised",-0.098,-0.191,0.333333333333333,0.333333333333333,0.680777959151797,3
"OCEAN audience","P27","B09_run1_opt.wav","optimised",-0.098,-0.191,0.333333333333333,0.333333333333333,0.680777959151797,3
"OCEAN audience","P27","B09_run2_nonopt.wav","non_optimised",-0.098,-0.191,0,0,0.214674171711457,3
"OCEAN audience","P27","B09_run2_opt.wav","optimised",-0.098,-0.191,0,0,0.214674171711457,3
"OCEAN audience","P27","B10_run0_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P27","B10_run0_opt.wav","optimised",-0.134,-0.122,0.333333333333333,0.333333333333333,0.652517134233037,3
"OCEAN audience","P27","B10_run1_nonopt.wav","non_optimised",-0.134,-0.122,0.166666666666667,0.166666666666667,0.416867617437113,3
"OCEAN audience","P27","B10_run1_opt.wav","optimised",-0.134,-0.122,0.166666666666667,0.166666666666667,0.416867617437113,3
"OCEAN audience","P27","B10_run2_nonopt.wav","non_optimised",-0.134,-0.122,0.333333333333333,0.333333333333333,0.652517134233037,3
"OCEAN audience","P27","B10_run2_opt.wav","optimised",-0.134,-0.122,0.333333333333333,0.333333333333333,0.652517134233037,3
"OCEAN audience","P27","B11_run0_nonopt.wav","non_optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P27","B11_run0_opt.wav","optimised",-0.071,-0.261,-0.5,-0.166666666666667,0.777052494107918,3
"OCEAN audience","P27","B11_run1_nonopt.wav","non_optimised",-0.071,-0.261,0.166666666666667,0.166666666666667,0.497456507028707,3
"OCEAN audience","P27","B11_run1_opt.wav","optimised",-0.071,-0.261,-0.25,0,0.472677328832531,3
"OCEAN audience","P27","B11_run2_nonopt.wav","non_optimised",-0.071,-0.261,0.166666666666667,0.166666666666667,0.497456507028707,3
"OCEAN audience","P27","B11_run2_opt.wav","optimised",-0.071,-0.261,0.166666666666667,0.166666666666667,0.497456507028707,3
"OCEAN audience","P27","B12_run0_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P27","B12_run0_opt.wav","optimised",-0.107,-0.208,0.166666666666667,0.166666666666667,0.479998881340616,3
"OCEAN audience","P27","B12_run1_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P27","B12_run1_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P27","B12_run2_nonopt.wav","non_optimised",-0.107,-0.208,-0.166666666666667,0,0.304155167745283,3
"OCEAN audience","P27","B12_run2_opt.wav","optimised",-0.107,-0.208,-0.333333333333333,-0.166666666666667,0.38938744813626,3
"OCEAN audience","P27","B13_run0_nonopt.wav","non_optimised",0.075,-0.191,0.0833333333333333,0.166666666666667,0.374403491968436,3
"OCEAN audience","P27","B13_run0_opt.wav","optimised",0.075,-0.191,0,0.166666666666667,0.36848440089369,3
"OCEAN audience","P27","B13_run1_nonopt.wav","non_optimised",0.075,-0.191,0.333333333333333,0.333333333333333,0.609224039662032,3
"OCEAN audience","P27","B13_run1_opt.wav","optimised",0.075,-0.191,0.333333333333333,0.833333333333333,1.08971802706918,3
"OCEAN audience","P27","B13_run2_nonopt.wav","non_optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P27","B13_run2_opt.wav","optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P27","B14_run0_nonopt.wav","non_optimised",0.102,-0.122,0,0,0.159022011055074,3
"OCEAN audience","P27","B14_run0_opt.wav","optimised",0.102,-0.122,0.5,1,1.19049905501852,3
"OCEAN audience","P27","B14_run1_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P27","B14_run1_opt.wav","optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P27","B14_run2_nonopt.wav","non_optimised",0.102,-0.122,0.333333333333333,0.333333333333333,0.545298127326507,3
"OCEAN audience","P27","B14_run2_opt.wav","optimised",0.102,-0.122,0.5,1,1.19049905501852,3
"OCEAN audience","P27","B15_run0_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P27","B15_run0_opt.wav","optimised",0.054,-0.261,-0.666666666666667,0.666666666666667,1.175357986446,3
"OCEAN audience","P27","B15_run1_nonopt.wav","non_optimised",0.054,-0.261,0.5,0.5,0.88206405663081,3
"OCEAN audience","P27","B15_run1_opt.wav","optimised",0.054,-0.261,0.333333333333333,1,1.31241781694957,3
"OCEAN audience","P27","B15_run2_nonopt.wav","non_optimised",0.054,-0.261,-0.333333333333333,0,0.497110987585856,3
"OCEAN audience","P27","B15_run2_opt.wav","optimised",0.054,-0.261,0.5,1,1.33754887761158,3
"OCEAN audience","P27","B16_run0_nonopt.wav","non_optimised",0.082,-0.208,0.333333333333333,0.333333333333333,0.622649917139737,3
"OCEAN audience","P27","B16_run0_opt.wav","optimised",0.082,-0.208,0,0,0.223579963324087,3
"OCEAN audience","P27","B16_run1_nonopt.wav","non_optimised",0.082,-0.208,0.166666666666667,0.166666666666667,0.423114940231912,3
"OCEAN audience","P27","B16_run1_opt.wav","optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P27","B16_run2_nonopt.wav","non_optimised",0.082,-0.208,0.166666666666667,0.166666666666667,0.423114940231912,3
"OCEAN audience","P27","B16_run2_opt.wav","optimised",0.082,-0.208,0.5,0.833333333333333,1.12624523180679,3
"OCEAN audience","P28","B01_run0_nonopt.wav","non_optimised",0.075,0.08,0,1,0.923052002868744,3
"OCEAN audience","P28","B01_run0_opt.wav","optimised",0.075,0.08,0.833333333333333,1,1.20755200776105,3
"OCEAN audience","P28","B01_run1_nonopt.wav","non_optimised",0.075,0.08,0.166666666666667,1,0.953175475022386,3
"OCEAN audience","P28","B01_run1_opt.wav","optimised",0.075,0.08,0.5,0.833333333333333,0.874786842943299,3
"OCEAN audience","P28","B01_run2_nonopt.wav","non_optimised",0.075,0.08,0,1,0.923052002868744,3
"OCEAN audience","P28","B01_run2_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P28","B02_run0_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P28","B02_run0_opt.wav","optimised",0.102,0.056,0.5,1,1.02447059499041,3
"OCEAN audience","P28","B02_run1_nonopt.wav","non_optimised",0.102,0.056,0.5,1,1.02447059499041,3
"OCEAN audience","P28","B02_run1_opt.wav","optimised",0.102,0.056,0.666666666666667,1,1.11727932085368,3
"OCEAN audience","P28","B02_run2_nonopt.wav","non_optimised",0.102,0.056,0.5,0.666666666666667,0.739004698415073,3
"OCEAN audience","P28","B02_run2_opt.wav","optimised",0.102,0.056,0.833333333333333,1,1.21008804671696,3
"OCEAN audience","P28","B03_run0_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P28","B03_run0_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P28","B03_run1_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P28","B03_run1_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P28","B03_run2_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P28","B03_run2_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P28","B04_run0_nonopt.wav","non_optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P28","B04_run0_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P28","B04_run1_nonopt.wav","non_optimised",0.089,0.074,0.666666666666667,1,1.10840784063002,3
"OCEAN audience","P28","B04_run1_opt.wav","optimised",0.089,0.074,0.833333333333333,1,1.20370315049161,3
"OCEAN audience","P28","B04_run2_nonopt.wav","non_optimised",0.089,0.074,0.5,1,1.01311253076842,3
"OCEAN audience","P28","B04_run2_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P28","B05_run0_nonopt.wav","non_optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P28","B05_run0_opt.wav","optimised",-0.098,0.08,0.666666666666667,0.666666666666667,0.964664436282495,3
"OCEAN audience","P28","B05_run1_nonopt.wav","non_optimised",-0.098,0.08,0.166666666666667,1,0.982560281673288,3
"OCEAN audience","P28","B05_run1_opt.wav","optimised",-0.098,0.08,0,1,0.925204842183611,3
"OCEAN audience","P28","B05_run2_nonopt.wav","non_optimised",-0.098,0.08,0.5,0.833333333333333,0.975099364820241,3
"OCEAN audience","P28","B05_run2_opt.wav","optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P28","B06_run0_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P28","B06_run0_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P28","B06_run1_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P28","B06_run1_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P28","B06_run2_nonopt.wav","non_optimised",-0.134,0.056,0.5,0.833333333333333,1.0160981330069,3
"OCEAN audience","P28","B06_run2_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P28","B07_run0_nonopt.wav","non_optimised",-0.08,0.099,0.166666666666667,0.833333333333333,0.838071361762346,3
"OCEAN audience","P28","B07_run0_opt.wav","optimised",-0.08,0.099,0.5,0.833333333333333,0.949402545952574,3
"OCEAN audience","P28","B07_run1_nonopt.wav","non_optimised",-0.08,0.099,0.5,1,1.07154141310544,3
"OCEAN audience","P28","B07_run1_opt.wav","optimised",-0.08,0.099,0.5,1,1.07154141310544,3
"OCEAN audience","P28","B07_run2_nonopt.wav","non_optimised",-0.08,0.099,0.5,1,1.07154141310544,3
"OCEAN audience","P28","B07_run2_opt.wav","optimised",-0.08,0.099,0.5,1,1.07154141310544,3
"OCEAN audience","P28","B08_run0_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P28","B08_run0_opt.wav","optimised",-0.116,0.074,0.5,1,1.11217444674835,3
"OCEAN audience","P28","B08_run1_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
